lat,lon
10.860736,106.739182
10.7228552,106.7141681
21.008299,105.774104
20.998322,105.867558
21.3573861,105.8232213
10.7446204,106.7158625
21.0361345,105.7732469
21.0405743,105.873736
21.0078221,105.8179004
21.008348,105.7040791
21.016497,105.941
10.800249,106.649001
21.0078627,105.8580967
10.791668,106.691987
20.9923406,105.7858851
20.978546,105.796775
21.0335683,105.72768
10.846593,106.723011
21.0497485,105.8838407
21.0652855,105.8976832
10.833392,106.615993
10.7992777,106.6826278
10.8552882,106.8345235
21.0069188,105.8612879
10.7698708,106.6446362
20.966969,105.832359
20.9639246,105.7892446
21.0161086,105.8146779
10.8054382,106.7360458
21.058862,105.825749
10.808067,106.688528
20.971641,105.790634
21.065658,105.828512
20.9405726,105.8050339
20.978724,105.796025
21.0130218,105.7757309
10.814786,106.60469
21.0176099,105.836563
20.975468,105.781978
21.023378,105.832225
21.053049,105.9005976
10.7718378,106.6598587
10.8059124,106.6680673
21.021546,105.796951
21.014209,105.806528
10.8804112,106.7683351
21.0087543,105.9681083
10.7822337,106.7730842
20.985578,105.798779
21.0138811,105.7976963
21.089607,105.8126882
20.998952,105.869286
21.017355,105.775199
21.047696,105.735788
20.996592,105.810411
20.9843464,105.819663
21.018213,105.824451
20.9817024,105.7423936
20.989303,105.786852
10.7757025,106.6673489
21.005176,105.847111
21.0031418,105.8509683
21.000282,105.830805
21.1735385,105.8654407
20.9719148,105.8666581
21.073761,105.812858
20.971822,105.783025
10.792615,106.641925
21.010092,105.771774
10.75194,106.672539
20.964522,105.771492
21.0780093,105.8124999
21.0319478,105.8132755
10.99206,106.387958
20.986725,105.8412569
20.9605738,105.7711673
10.793592,106.647844
21.002183,105.824572
10.830286,106.705637
20.995374,105.805745
21.0433154,105.8152668
21.053065,105.837073
21.0537,105.744754
21.0460937,105.8002357
10.8013328,106.6333705
21.0085593,105.905286
21.0037916,105.8374303
20.9525077,105.7378002
21.022657,105.889475
20.9938193,105.4602825
20.97122,105.834012
10.810729,106.690286
20.971556,105.787868
10.7226516,106.6129353
21.046223,105.841721
10.799196,106.656221
21.0342609,105.7961123
21.0735016,105.6941816
21.0236141,105.7978285
21.0485044,105.7955963
21.0605354,105.9170945
20.970084,105.75447
10.8398992,106.7943309
21.0031997,105.8243757
10.800653,106.617775
21.071322,105.793428
10.785143,106.6952776
21.0109667,105.8221301
21.0272975,105.9060968
21.0485891,105.884917
10.799116,106.699404
20.9837785,105.8494923
10.764007,106.668963
10.7901578,106.5905623
21.088749,105.781938
21.029001,105.817498
20.987248,105.769703
21.062787,105.807466
10.807606,106.7014
21.087364,105.795599
11.014742,106.4947805
21.0284277,105.897623
20.9830766,105.8129504
10.7452618,106.7292687
10.830307,106.670085
10.75759,106.674386
21.024899,105.795315
10.7595803,106.6879133
10.829966,106.702617
21.0462282,105.9238183
10.7225372,106.6552501
10.867701,106.614062
21.0258353,105.9837015
21.068216,105.889735
10.411158,106.969481
20.9822339,105.8329004
21.007694,105.84363
10.855583,106.766886
21.002788,105.855704
10.797884,106.672744
21.041117,105.877079
10.7274095,106.7284017
21.004494,105.828306
21.040728,105.7023087
10.767238,106.675697
