iter	Passed	Remaining
257	5853	107589
258	5877	107589
259	5900	107561
260	5921	107526
261	5945	107520
262	5967	107486
263	5989	107450
264	6011	107414
265	6034	107392
266	6056	107363
267	6078	107327
268	6100	107287
269	6122	107262
270	6145	107231
271	6169	107234
272	6193	107239
273	6215	107210
274	6237	107179
275	6261	107174
276	6284	107154
277	6306	107122
278	6328	107084
279	6352	107082
280	6374	107050
281	6399	107069
282	6422	107049
283	6447	107064
284	6470	107048
285	6493	107033
286	6515	106997
287	6539	106999
288	6562	106970
289	6584	106940
290	6607	106917
291	6630	106911
292	6652	106875
293	6674	106839
294	6699	106848
295	6721	106812
296	6743	106776
297	6766	106769
298	6788	106734
299	6811	106706
300	6833	106683
301	6856	106656
302	6880	106655
303	6902	106623
304	6924	106587
305	6948	106582
306	6969	106547
307	6994	106545
308	7015	106500
309	7037	106473
310	7060	106447
311	7083	106441
312	7105	106406
313	7127	106374
314	7150	106345
315	7174	106341
316	7197	106333
317	7219	106297
318	7242	106276
319	7265	106261
320	7288	106234
321	7310	106205
322	7332	106174
323	7354	106142
324	7376	106108
325	7398	106076
326	7421	106052
327	7444	106045
328	7466	106011
329	7488	105975
330	7512	105967
331	7536	105966
332	7558	105933
333	7580	105902
334	7602	105871
335	7626	105859
336	7648	105833
337	7672	105820
338	7694	105787
339	7718	105782
340	7740	105754
341	7762	105724
342	7786	105721
343	7808	105691
344	7830	105655
345	7852	105619
346	7875	105610
347	7897	105577
348	7920	105558
349	7942	105516
350	7964	105484
351	7986	105451
352	8010	105447
353	8031	105412
354	8055	105408
355	8078	105381
356	8102	105372
357	8126	105365
358	8148	105342
359	8174	105358
360	8198	105351
361	8220	105318
362	8243	105306
363	8267	105295
364	8288	105256
365	8312	105240
366	8332	105185
367	8353	105140
368	8375	105110
369	8396	105069
370	8417	105031
371	8439	104995
372	8462	104978
373	8485	104951
374	8509	104946
375	8533	104940
376	8555	104907
377	8576	104874
378	8599	104848
379	8621	104815
380	8643	104783
381	8665	104761
382	8687	104727
383	8712	104734
384	8736	104721
385	8760	104714
386	8784	104704
387	8807	104694
388	8829	104661
389	8853	104649
390	8879	104664
391	8901	104632
392	8922	104598
393	8944	104566
394	8967	104539
395	8988	104505
396	9012	104494
397	9034	104462
398	9056	104434
399	9080	104424
400	9104	104416
401	9130	104433
402	9153	104414
403	9177	104409
404	9201	104399
405	9225	104384
406	9247	104355
407	9270	104342
408	9292	104311
409	9315	104284
410	9338	104266
411	9362	104254
412	9385	104240
413	9407	104207
414	9431	104199
415	9455	104192
416	9478	104169
417	9500	104137
418	9522	104107
419	9546	104098
420	9568	104075
421	9591	104055
422	9615	104043
423	9637	104012
424	9660	103988
425	9682	103959
426	9706	103949
427	9728	103924
428	9753	103923
429	9775	103891
430	9799	103879
431	9821	103849
432	9842	103817
433	9865	103795
434	9890	103796
435	9913	103774
436	9935	103746
437	9957	103717
438	9980	103696
439	10003	103674
440	10025	103643
441	10048	103619
442	10070	103592
443	10095	103588
444	10120	103595
445	10142	103565
446	10164	103535
447	10187	103510
448	10209	103479
449	10231	103454
450	10253	103423
451	10275	103395
452	10300	103392
453	10322	103358
454	10347	103359
455	10369	103327
456	10390	103294
457	10415	103287
458	10436	103253
459	10459	103228
460	10480	103195
461	10505	103190
462	10529	103177
463	10551	103151
464	10573	103122
465	10598	103116
466	10621	103100
467	10645	103090
468	10669	103079
469	10693	103065
470	10718	103064
471	10740	103033
472	10762	103007
473	10786	102997
474	10808	102967
475	10833	102963
476	10855	102931
477	10879	102923
478	10901	102892
479	10925	102880
480	10947	102851
481	10972	102853
482	10995	102828
483	11017	102798
484	11039	102766
485	11063	102757
486	11088	102756
487	11110	102727
488	11134	102715
489	11160	102721
490	11183	102700
491	11207	102687
492	11231	102678
493	11255	102665
494	11277	102637
495	11301	102625
496	11323	102595
497	11345	102565
498	11367	102539
499	11390	102516
500	11414	102503
501	11439	102497
502	11463	102489
503	11486	102464
504	11508	102434
505	11530	102408
506	11552	102378
507	11574	102347
508	11596	102316
509	11619	102292
510	11642	102278
511	11666	102266
512	11689	102242
513	11711	102216
514	11732	102174
515	11758	102178
516	11780	102149
517	11804	102140
518	11826	102110
519	11849	102085
520	11873	102079
521	11897	102066
522	11920	102045
523	11945	102034
524	11965	101987
525	11988	101966
526	12010	101936
527	12031	101906
528	12056	101898
529	12078	101868
530	12100	101841
531	12125	101835
532	12147	101805
533	12169	101780
534	12192	101755
535	12217	101752
536	12243	101752
537	12267	101744
538	12290	101721
539	12312	101692
540	12335	101668
541	12357	101638
542	12380	101624
543	12405	101612
544	12428	101590
545	12452	101581
546	12474	101553
547	12496	101526
548	12520	101512
549	12543	101490
550	12567	101475
551	12589	101448
552	12613	101433
553	12635	101406
554	12657	101377
555	12682	101365
556	12706	101353
557	12728	101326
558	12752	101313
559	12776	101300
560	12800	101288
561	12822	101260
562	12845	101231
563	12867	101204
564	12889	101175
565	12911	101146
566	12935	101132
567	12957	101104
568	12980	101081
569	13002	101053
570	13026	101041
571	13050	101028
572	13073	101002
573	13095	100976
574	13117	100945
575	13141	100934
576	13165	100919
577	13187	100893
578	13209	100864
579	13232	100837
580	13256	100823
581	13280	100810
582	13304	100798
583	13328	100784
584	13350	100758
585	13372	100729
586	13395	100704
587	13417	100679
588	13440	100656
589	13464	100644
590	13487	100617
591	13509	100589
592	13533	100576
593	13555	100545
594	13578	100523
595	13600	100498
596	13622	100471
597	13644	100441
598	13668	100426
599	13690	100400
600	13712	100371
601	13735	100348
602	13761	100346
603	13783	100317
604	13805	100291
605	13826	100256
606	13851	100249
607	13876	100236
608	13900	100227
609	13924	100212
610	13948	100199
611	13971	100171
612	13993	100144
613	14015	100117
614	14039	100105
615	14062	100078
616	14084	100050
617	14106	100021
618	14128	99994
619	14150	99969
620	14173	99946
621	14195	99916
622	14217	99887
623	14241	99873
624	14263	99845
625	14285	99815
626	14309	99799
627	14331	99775
628	14357	99772
629	14381	99757
630	14405	99739
631	14427	99711
632	14449	99684
633	14471	99656
634	14494	99637
635	14517	99610
636	14539	99586
637	14564	99576
638	14586	99548
639	14608	99520
640	14633	99509
641	14656	99493
642	14678	99464
643	14701	99441
644	14727	99441
645	14749	99412
646	14774	99404
647	14797	99380
648	14819	99350
649	14845	99348
650	14867	99322
651	14889	99295
652	14912	99273
653	14937	99262
654	14959	99236
655	14982	99211
656	15004	99183
657	15026	99158
658	15049	99137
659	15074	99125
660	15096	99097
661	15120	99082
662	15145	99072
663	15168	99050
664	15190	99024
665	15212	98995
666	15236	98982
667	15261	98969
668	15283	98941
669	15305	98913
670	15327	98889
671	15349	98861
672	15376	98858
673	15399	98840
674	15425	98836
675	15449	98820
676	15473	98806
677	15496	98782
678	15518	98753
679	15542	98737
680	15564	98710
681	15589	98700
682	15611	98675
683	15634	98651
684	15658	98635
685	15679	98605
686	15703	98585
687	15725	98560
688	15748	98538
689	15770	98510
690	15796	98505
691	15822	98501
692	15846	98485
693	15869	98465
694	15891	98436
695	15916	98424
696	15938	98395
697	15959	98366
698	15984	98351
699	16008	98337
700	16033	98325
701	16055	98298
702	16077	98270
703	16099	98243
704	16123	98229
705	16147	98213
706	16173	98209
707	16198	98198
708	16220	98170
709	16244	98155
710	16266	98123
711	16289	98101
712	16310	98071
713	16332	98039
714	16353	98005
715	16373	97966
716	16394	97934
717	16418	97915
718	16442	97900
719	16464	97869
720	16487	97849
721	16511	97832
722	16536	97824
723	16558	97794
724	16580	97765
725	16601	97736
726	16625	97715
727	16647	97690
728	16670	97668
729	16693	97648
730	16717	97630
731	16740	97609
732	16762	97578
733	16785	97558
734	16807	97528
735	16829	97499
736	16851	97472
737	16873	97443
738	16894	97413
739	16918	97396
740	16941	97373
741	16963	97343
742	16984	97314
743	17006	97285
744	17029	97260
745	17052	97240
746	17076	97221
747	17098	97195
748	17123	97183
749	17146	97164
750	17168	97136
751	17190	97106
752	17214	97090
753	17237	97070
754	17259	97042
755	17281	97011
756	17302	96982
757	17325	96956
758	17348	96937
759	17371	96916
760	17395	96898
761	17418	96878
762	17440	96849
763	17464	96832
764	17486	96802
765	17508	96774
766	17531	96754
767	17552	96723
768	17576	96704
769	17598	96678
770	17622	96659
771	17645	96641
772	17669	96622
773	17691	96592
774	17712	96562
775	17734	96533
776	17755	96502
777	17779	96484
778	17802	96460
779	17824	96435
780	17848	96417
781	17871	96398
782	17893	96369
783	17915	96342
784	17937	96313
785	17960	96292
786	17982	96265
787	18005	96240
788	18026	96211
789	18050	96191
790	18072	96165
791	18094	96139
792	18118	96120
793	18139	96091
794	18164	96077
795	18186	96050
796	18209	96027
797	18231	95998
798	18252	95970
799	18276	95950
800	18297	95920
801	18321	95903
802	18345	95885
803	18368	95865
804	18390	95836
805	18415	95822
806	18437	95797
807	18461	95782
808	18486	95771
809	18511	95757
810	18535	95737
811	18557	95711
812	18581	95694
813	18603	95669
814	18626	95644
815	18650	95628
816	18672	95600
817	18696	95586
818	18719	95560
819	18741	95536
820	18766	95522
821	18788	95495
822	18811	95472
823	18833	95446
824	18856	95427
825	18878	95399
826	18902	95381
827	18922	95342
828	18944	95316
829	18967	95292
830	18989	95265
831	19012	95246
832	19036	95230
833	19061	95215
834	19085	95196
835	19109	95181
836	19133	95162
837	19155	95135
838	19177	95109
839	19199	95083
840	19221	95055
841	19243	95028
842	19268	95014
843	19290	94989
844	19312	94962
845	19334	94936
846	19356	94909
847	19382	94899
848	19404	94872
849	19425	94844
850	19448	94819
851	19471	94799
852	19494	94777
853	19516	94748
854	19538	94719
855	19562	94702
856	19586	94684
857	19609	94665
858	19633	94649
859	19656	94625
860	19680	94608
861	19704	94592
862	19728	94573
863	19750	94547
864	19773	94522
865	19797	94504
866	19821	94488
867	19843	94460
868	19867	94444
869	19891	94426
870	19914	94406
871	19938	94387
872	19961	94366
873	19985	94347
874	20008	94326
875	20030	94300
876	20054	94282
877	20076	94256
878	20101	94241
879	20125	94224
880	20149	94205
881	20170	94176
882	20195	94163
883	20217	94135
884	20241	94118
885	20263	94090
886	20287	94074
887	20309	94046
888	20333	94028
889	20356	94003
890	20378	93978
891	20400	93949
892	20425	93936
893	20449	93923
894	20475	93914
895	20498	93891
896	20521	93866
897	20545	93849
898	20569	93830
899	20591	93804
900	20613	93778
901	20635	93750
902	20657	93725
903	20681	93707
904	20703	93681
905	20727	93664
906	20750	93639
907	20774	93621
908	20799	93610
909	20822	93584
910	20846	93569
911	20868	93542
912	20890	93516
913	20913	93492
914	20935	93467
915	20961	93458
916	20984	93432
917	21006	93405
918	21029	93384
919	21053	93365
920	21077	93349
921	21099	93322
922	21123	93305
923	21146	93282
924	21170	93266
925	21192	93239
926	21215	93214
927	21240	93202
928	21263	93179
929	21287	93161
930	21311	93142
931	21335	93124
932	21356	93096
933	21379	93073
934	21401	93045
935	21426	93031
936	21450	93012
937	21472	92986
938	21496	92968
939	21522	92959
940	21544	92933
941	21569	92917
942	21593	92898
943	21617	92881
944	21639	92855
945	21661	92830
946	21684	92805
947	21706	92779
948	21729	92757
949	21753	92740
950	21776	92715
951	21800	92699
952	21823	92675
953	21845	92648
954	21866	92618
955	21890	92601
956	21914	92580
957	21936	92552
958	21961	92540
959	21985	92521
960	22006	92492
961	22029	92470
962	22053	92451
963	22078	92436
964	22100	92411
965	22124	92393
966	22146	92365
967	22169	92344
968	22193	92325
969	22216	92303
970	22242	92290
971	22264	92263
972	22288	92247
973	22312	92226
974	22337	92213
975	22359	92185
976	22381	92159
977	22405	92141
978	22427	92115
979	22449	92090
980	22474	92075
981	22498	92057
982	22521	92032
983	22542	92003
984	22565	91978
985	22589	91961
986	22611	91937
987	22634	91911
988	22658	91892
989	22682	91874
990	22706	91857
991	22730	91840
992	22754	91818
993	22776	91791
994	22798	91766
995	22820	91740
996	22842	91714
997	22866	91696
998	22889	91671
999	22913	91653
1000	22937	91633
1001	22961	91616
1002	22985	91599
1003	23010	91582
1004	23034	91565
1005	23059	91550
1006	23084	91534
1007	23109	91519
1008	23132	91499
1009	23155	91475
1010	23178	91453
1011	23200	91427
1012	23222	91400
1013	23245	91377
1014	23270	91362
1015	23293	91338
1016	23317	91321
1017	23339	91294
1018	23363	91275
1019	23389	91265
1020	23413	91246
1021	23435	91220
1022	23461	91207
1023	23483	91183
1024	23508	91168
1025	23533	91151
1026	23555	91126
1027	23577	91100
1028	23600	91077
1029	23624	91058
1030	23648	91039
1031	23670	91013
1032	23692	90987
1033	23715	90961
1034	23738	90941
1035	23762	90921
1036	23786	90901
1037	23807	90871
1038	23829	90844
1039	23853	90826
1040	23875	90799
1041	23897	90773
1042	23920	90749
1043	23943	90729
1044	23968	90712
1045	23990	90687
1046	24014	90669
1047	24038	90650
1048	24061	90624
1049	24083	90600
1050	24105	90574
1051	24127	90547
1052	24148	90517
1053	24173	90502
1054	24196	90480
1055	24219	90455
1056	24241	90430
1057	24262	90398
1058	24284	90373
1059	24307	90349
1060	24331	90331
1061	24353	90306
1062	24378	90288
1063	24400	90264
1064	24423	90239
1065	24445	90214
1066	24470	90199
1067	24492	90174
1068	24515	90148
1069	24539	90132
1070	24561	90105
1071	24583	90079
1072	24606	90057
1073	24629	90031
1074	24654	90016
1075	24678	89997
1076	24702	89981
1077	24725	89955
1078	24749	89936
1079	24776	89927
1080	24798	89902
1081	24822	89882
1082	24844	89856
1083	24865	89826
1084	24887	89801
1085	24910	89778
1086	24935	89763
1087	24960	89746
1088	24987	89738
1089	25009	89714
1090	25033	89692
1091	25055	89665
1092	25077	89639
1093	25099	89616
1094	25122	89592
1095	25149	89582
1096	25171	89557
1097	25194	89532
1098	25216	89507
1099	25240	89489
1100	25262	89463
1101	25286	89443
1102	25309	89419
1103	25333	89401
1104	25359	89388
1105	25381	89364
1106	25406	89345
1107	25429	89326
1108	25452	89303
1109	25475	89278
1110	25496	89247
1111	25519	89225
1112	25543	89208
1113	25565	89182
1114	25588	89156
1115	25610	89131
1116	25632	89106
1117	25655	89083
1118	25679	89063
1119	25701	89037
1120	25725	89018
1121	25749	88998
1122	25773	88979
1123	25797	88961
1124	25821	88942
1125	25845	88922
1126	25868	88900
1127	25891	88875
1128	25916	88858
1129	25939	88838
1130	25959	88803
1131	25983	88783
1132	26007	88763
1133	26031	88745
1134	26053	88719
1135	26075	88693
1136	26097	88668
1137	26127	88667
1138	26149	88641
1139	26171	88614
1140	26193	88591
1141	26216	88566
1142	26239	88545
1143	26261	88518
1144	26283	88492
1145	26308	88473
1146	26330	88447
1147	26352	88421
1148	26374	88395
1149	26398	88376
1150	26421	88356
1151	26446	88339
1152	26470	88319
1153	26494	88299
1154	26519	88282
1155	26543	88264
1156	26565	88237
1157	26589	88219
1158	26614	88201
1159	26638	88182
1160	26660	88156
1161	26684	88136
1162	26708	88116
1163	26731	88095
1164	26756	88077
1165	26780	88059
1166	26805	88042
1167	26829	88021
1168	26850	87993
1169	26872	87966
1170	26896	87946
1171	26918	87922
1172	26941	87898
1173	26963	87873
1174	26987	87853
1175	27011	87832
1176	27033	87806
1177	27056	87783
1178	27080	87764
1179	27104	87744
1180	27127	87721
1181	27151	87701
1182	27173	87675
1183	27195	87650
1184	27219	87629
1185	27241	87605
1186	27263	87577
1187	27286	87556
1188	27309	87533
1189	27331	87507
1190	27355	87487
1191	27377	87462
1192	27400	87437
1193	27424	87419
1194	27447	87394
1195	27469	87371
1196	27491	87344
1197	27512	87315
1198	27534	87289
1199	27558	87270
1200	27583	87253
1201	27609	87239
1202	27632	87214
1203	27654	87191
1204	27679	87172
1205	27704	87155
1206	27725	87126
1207	27749	87108
1208	27776	87098
1209	27799	87075
1210	27825	87060
1211	27847	87035
1212	27868	87006
1213	27890	86979
1214	27912	86954
1215	27935	86931
1216	27958	86906
1217	27982	86886
1218	28007	86871
1219	28031	86851
1220	28055	86832
1221	28078	86807
1222	28102	86789
1223	28125	86766
1224	28150	86748
1225	28174	86729
1226	28196	86703
1227	28220	86683
1228	28243	86660
1229	28263	86628
1230	28289	86615
1231	28314	86597
1232	28338	86578
1233	28361	86554
1234	28383	86530
1235	28408	86512
1236	28431	86489
1237	28454	86465
1238	28478	86447
1239	28502	86428
1240	28527	86410
1241	28552	86391
1242	28574	86366
1243	28598	86346
1244	28620	86321
1245	28644	86302
1246	28666	86276
1247	28691	86258
1248	28713	86233
1249	28736	86208
1250	28760	86189
1251	28784	86170
1252	28806	86144
1253	28831	86125
1254	28853	86101
1255	28875	86075
1256	28899	86055
1257	28922	86030
1258	28944	86006
1259	28969	85987
1260	28991	85963
1261	29014	85940
1262	29036	85915
1263	29059	85890
1264	29082	85868
1265	29106	85848
1266	29130	85828
1267	29153	85803
1268	29178	85787
1269	29200	85762
1270	29223	85737
1271	29249	85725
1272	29271	85699
1273	29294	85675
1274	29318	85657
1275	29338	85625
1276	29363	85607
1277	29388	85589
1278	29411	85566
1279	29433	85540
1280	29457	85521
1281	29481	85501
1282	29504	85477
1283	29525	85450
1284	29547	85424
1285	29572	85405
1286	29592	85375
1287	29617	85357
1288	29642	85339
1289	29665	85316
1290	29688	85293
1291	29712	85273
1292	29737	85257
1293	29761	85237
1294	29786	85218
1295	29810	85199
1296	29834	85178
1297	29856	85154
1298	29880	85133
1299	29903	85109
1300	29928	85091
1301	29949	85065
1302	29972	85040
1303	29995	85016
1304	30017	84993
1305	30042	84974
1306	30064	84949
1307	30087	84925
1308	30113	84911
1309	30135	84885
1310	30157	84861
1311	30180	84837
1312	30202	84811
1313	30226	84791
1314	30248	84765
1315	30271	84741
1316	30293	84715
1317	30315	84690
1318	30339	84669
1319	30361	84643
1320	30387	84629
1321	30412	84612
1322	30436	84591
1323	30460	84571
1324	30483	84547
1325	30505	84521
1326	30528	84500
1327	30553	84483
1328	30576	84458
1329	30599	84435
1330	30624	84418
1331	30648	84398
1332	30672	84378
1333	30696	84357
1334	30720	84337
1335	30742	84311
1336	30765	84289
1337	30788	84265
1338	30810	84240
1339	30833	84215
1340	30855	84190
1341	30877	84165
1342	30901	84144
1343	30926	84126
1344	30948	84100
1345	30972	84080
1346	30996	84061
1347	31020	84040
1348	31044	84021
1349	31067	83997
1350	31091	83976
1351	31113	83952
1352	31138	83932
1353	31160	83907
1354	31182	83881
1355	31206	83861
1356	31228	83835
1357	31254	83820
1358	31278	83799
1359	31302	83779
1360	31326	83759
1361	31348	83733
1362	31371	83710
1363	31393	83684
1364	31415	83659
1365	31439	83640
1366	31464	83620
1367	31486	83595
1368	31509	83571
1369	31534	83553
1370	31555	83527
1371	31577	83501
1372	31601	83480
1373	31623	83454
1374	31645	83429
1375	31669	83408
1376	31693	83388
1377	31716	83364
1378	31738	83338
1379	31762	83318
1380	31784	83292
1381	31808	83273
1382	31832	83251
1383	31856	83231
1384	31880	83211
1385	31904	83191
1386	31927	83167
1387	31949	83141
1388	31971	83117
1389	31993	83091
1390	32017	83070
1391	32039	83044
1392	32063	83023
1393	32085	82997
1394	32106	82970
1395	32129	82947
1396	32152	82925
1397	32178	82908
1398	32202	82889
1399	32226	82868
1400	32248	82843
1401	32272	82822
1402	32296	82801
1403	32318	82775
1404	32341	82753
1405	32362	82724
1406	32387	82706
1407	32411	82686
1408	32436	82669
1409	32460	82648
1410	32485	82628
1411	32510	82611
1412	32531	82583
1413	32554	82559
1414	32576	82534
1415	32600	82514
1416	32623	82490
1417	32645	82465
1418	32667	82439
1419	32689	82413
1420	32713	82393
1421	32737	82372
1422	32758	82344
1423	32782	82323
1424	32806	82304
1425	32830	82284
1426	32852	82258
1427	32876	82237
1428	32898	82211
1429	32920	82186
1430	32942	82160
1431	32964	82135
1432	32989	82117
1433	33014	82098
1434	33039	82081
1435	33062	82056
1436	33086	82037
1437	33109	82013
1438	33131	81988
1439	33154	81964
1440	33178	81944
1441	33201	81921
1442	33223	81896
1443	33247	81874
1444	33271	81855
1445	33294	81831
1446	33317	81809
1447	33340	81784
1448	33364	81764
1449	33390	81748
1450	33412	81723
1451	33438	81708
1452	33462	81687
1453	33487	81667
1454	33509	81642
1455	33534	81626
1456	33558	81605
1457	33581	81580
1458	33604	81559
1459	33629	81539
1460	33653	81518
1461	33675	81493
1462	33697	81468
1463	33722	81449
1464	33744	81424
1465	33766	81399
1466	33789	81375
1467	33811	81350
1468	33835	81330
1469	33861	81314
1470	33882	81286
1471	33905	81262
1472	33929	81241
1473	33952	81219
1474	33975	81195
1475	33999	81176
1476	34022	81151
1477	34046	81131
1478	34070	81111
1479	34093	81086
1480	34119	81070
1481	34141	81046
1482	34164	81022
1483	34186	80997
1484	34211	80977
1485	34236	80961
1486	34259	80936
1487	34282	80913
1488	34306	80893
1489	34328	80868
1490	34355	80853
1491	34377	80829
1492	34400	80805
1493	34422	80780
1494	34447	80761
1495	34470	80737
1496	34492	80713
1497	34517	80693
1498	34542	80676
1499	34564	80651
1500	34588	80630
1501	34613	80611
1502	34636	80587
1503	34661	80570
1504	34685	80549
1505	34710	80530
1506	34735	80510
1507	34757	80486
1508	34779	80460
1509	34801	80435
1510	34823	80410
1511	34848	80390
1512	34870	80365
1513	34895	80346
1514	34917	80321
1515	34941	80300
1516	34964	80278
1517	34987	80255
1518	35009	80230
1519	35032	80205
1520	35056	80184
1521	35078	80159
1522	35103	80140
1523	35126	80117
1524	35148	80093
1525	35173	80074
1526	35195	80049
1527	35217	80023
1528	35242	80003
1529	35264	79979
1530	35287	79955
1531	35309	79929
1532	35332	79908
1533	35356	79886
1534	35379	79862
1535	35401	79837
1536	35424	79814
1537	35446	79789
1538	35468	79763
1539	35492	79742
1540	35517	79723
1541	35541	79703
1542	35563	79678
1543	35586	79654
1544	35610	79633
1545	35635	79614
1546	35660	79595
1547	35685	79577
1548	35708	79553
1549	35730	79529
1550	35755	79509
1551	35779	79490
1552	35804	79470
1553	35828	79450
1554	35851	79427
1555	35876	79406
1556	35900	79385
1557	35922	79361
1558	35949	79347
1559	35973	79327
1560	35998	79307
1561	36020	79282
1562	36044	79261
1563	36069	79241
1564	36093	79222
1565	36118	79202
1566	36142	79182
1567	36165	79157
1568	36189	79136
1569	36213	79116
1570	36237	79096
1571	36262	79075
1572	36284	79051
1573	36309	79031
1574	36331	79007
1575	36354	78983
1576	36378	78962
1577	36402	78941
1578	36426	78920
1579	36449	78897
1580	36475	78880
1581	36498	78856
1582	36520	78832
1583	36544	78811
1584	36567	78786
1585	36589	78762
1586	36611	78736
1587	36636	78717
1588	36661	78698
1589	36683	78673
1590	36706	78650
1591	36730	78629
1592	36754	78608
1593	36779	78589
1594	36805	78571
1595	36830	78553
1596	36854	78532
1597	36877	78509
1598	36900	78485
1599	36922	78459
1600	36945	78437
1601	36967	78412
1602	36993	78394
1603	37017	78374
1604	37040	78350
1605	37063	78326
1606	37085	78302
1607	37108	78277
1608	37133	78260
1609	37158	78240
1610	37183	78222
1611	37208	78201
1612	37230	78177
1613	37255	78157
1614	37277	78132
1615	37301	78112
1616	37325	78090
1617	37348	78067
1618	37370	78042
1619	37395	78021
1620	37417	77996
1621	37441	77975
1622	37465	77955
1623	37490	77934
1624	37512	77910
1625	37534	77885
1626	37559	77865
1627	37581	77841
1628	37605	77818
1629	37629	77798
1630	37651	77773
1631	37674	77749
1632	37698	77729
1633	37722	77706
1634	37746	77686
1635	37772	77669
1636	37796	77647
1637	37820	77626
1638	37843	77603
1639	37865	77578
1640	37888	77554
1641	37912	77533
1642	37934	77508
1643	37960	77490
1644	37985	77471
1645	38007	77446
1646	38032	77426
1647	38057	77408
1648	38081	77385
1649	38103	77360
1650	38127	77339
1651	38153	77322
1652	38176	77298
1653	38199	77276
1654	38223	77255
1655	38248	77235
1656	38273	77216
1657	38295	77192
1658	38318	77168
1659	38344	77149
1660	38368	77130
1661	38394	77111
1662	38418	77090
1663	38442	77070
1664	38465	77045
1665	38489	77026
1666	38514	77006
1667	38537	76981
