iter	RMSE
355	0.5431107863
356	0.5430618464
357	0.5429276814
358	0.5428244536
359	0.5427890666
360	0.5427327601
361	0.5426698032
362	0.5426285642
363	0.542524896
364	0.5424123869
365	0.5423407348
366	0.5422838521
367	0.5421995217
368	0.5421473202
369	0.5420472151
370	0.5419540376
371	0.5418815571
372	0.5417632094
373	0.5415905139
374	0.5415404488
375	0.5414201054
376	0.541354562
377	0.5412769866
378	0.5412453603
379	0.5411654811
380	0.5410543921
381	0.5410005053
382	0.5409199855
383	0.5408572938
384	0.5407597894
385	0.540639602
386	0.5405657175
387	0.5405113971
388	0.5403952791
389	0.5402083564
390	0.5401520194
391	0.5399906048
392	0.5399135306
393	0.5397801064
394	0.5396883546
395	0.5395510007
396	0.5394745799
397	0.5394396342
398	0.5393053947
399	0.539194492
400	0.5391314526
401	0.5391041473
402	0.5390188416
403	0.5389389265
404	0.538868559
405	0.538757217
406	0.5386214464
407	0.5385525458
408	0.5384683853
409	0.5383986371
410	0.5383334619
411	0.5382404329
412	0.5381982655
413	0.5381370239
414	0.5380782055
415	0.5380595738
416	0.5380028092
417	0.5379014172
418	0.5378336216
419	0.5377527934
420	0.5376577477
421	0.5375959655
422	0.5375019794
423	0.5374425754
424	0.5373593104
425	0.5372774337
426	0.5372148885
427	0.5371120382
428	0.537080554
429	0.5369831387
430	0.5368860932
431	0.536806082
432	0.5367199127
433	0.5366079956
434	0.5365338328
435	0.536472549
436	0.5362909828
437	0.5362289876
438	0.5360856287
439	0.536013556
440	0.5359713058
441	0.5358340898
442	0.5357826178
443	0.535708877
444	0.5356628116
445	0.5355803427
446	0.5355168038
447	0.5353067114
448	0.5351904637
449	0.5350068145
450	0.5348785744
451	0.5347100656
452	0.5346289134
453	0.5346008779
454	0.5345591646
455	0.5344353399
456	0.5342846581
457	0.5342369494
458	0.534182004
459	0.5340866381
460	0.53403791
461	0.5339528154
462	0.5339178423
463	0.5338798238
464	0.533790417
465	0.5337527421
466	0.5336813938
467	0.5335624712
468	0.5334988035
469	0.5334631692
470	0.533417987
471	0.5333292457
472	0.5332605344
473	0.5331728631
474	0.5331250921
475	0.5330943945
476	0.5329342439
477	0.5328058955
478	0.532730348
479	0.5326350384
480	0.5325315455
481	0.5324727591
482	0.5324243484
483	0.5323355345
484	0.5322762426
485	0.5321606173
486	0.5320984574
487	0.5320409823
488	0.5320042077
489	0.5319403162
490	0.5318970348
491	0.5318226435
492	0.5317754404
493	0.5316291289
494	0.5314790308
495	0.531434295
496	0.5313896115
497	0.5313228307
498	0.5312512121
499	0.531196536
500	0.5311424324
501	0.5310552508
502	0.5309517298
503	0.5308748735
504	0.5308105475
505	0.5307004455
506	0.5305765232
507	0.5305351657
508	0.5304471747
509	0.5304069838
510	0.5302841324
511	0.530227619
512	0.5301745937
513	0.5301176763
514	0.5300260835
515	0.5299137061
516	0.5297897867
517	0.529682708
518	0.5296049942
519	0.5295354816
520	0.5294588875
521	0.5293354979
522	0.5292774421
523	0.5291977406
524	0.5290888009
525	0.5289523278
526	0.5289163685
527	0.5288578359
528	0.5288013387
529	0.5287234578
530	0.5285999715
531	0.528557766
532	0.5285097652
533	0.5284573549
534	0.5283899599
535	0.5283415689
536	0.5283094682
537	0.5282737278
538	0.5281847973
539	0.5280941262
540	0.5279592535
541	0.5278813986
542	0.5278331299
543	0.5277246968
544	0.5276449298
545	0.527569263
546	0.5275121583
547	0.527390154
548	0.5273072178
549	0.527200349
550	0.5271249002
551	0.5270326558
552	0.5269509981
553	0.5269244904
554	0.5268631042
555	0.5268179576
556	0.526767993
557	0.5267105758
558	0.5266536413
559	0.5266331381
560	0.5265611262
561	0.5264666379
562	0.526368538
563	0.5261973792
564	0.5260837508
565	0.5259374194
566	0.5258770858
567	0.5258074384
568	0.525707821
569	0.5256560171
570	0.5255505089
571	0.5254963707
572	0.5254121929
573	0.525347858
574	0.5252599221
575	0.5251900419
576	0.5250757805
577	0.524936377
578	0.5248749469
579	0.5248475606
580	0.5247743408
581	0.5247506494
582	0.5246891409
583	0.5246323459
584	0.5246002826
585	0.5245253664
586	0.5244545195
587	0.5243828695
588	0.5243437441
589	0.5243227349
590	0.5242532967
591	0.5242059979
592	0.5241343706
593	0.5240722606
594	0.5239504952
595	0.5238878339
596	0.5238254299
597	0.5237451635
598	0.5237256058
599	0.5236167383
600	0.5235052937
601	0.5234143797
602	0.523281576
603	0.5232222993
604	0.5231911343
605	0.5231602704
606	0.5230952987
607	0.5230606223
608	0.5230480277
609	0.5229262701
610	0.5228140909
611	0.5226849062
612	0.5225503626
613	0.5224357893
614	0.5223976938
615	0.5223180805
616	0.5222372221
617	0.5221496351
618	0.52205302
619	0.5219839061
620	0.5219144604
621	0.5218504916
622	0.521791565
623	0.5217489796
624	0.5216530309
625	0.5216179169
626	0.5215462571
627	0.521540198
628	0.5214731057
629	0.5213837564
630	0.5213121594
631	0.521249257
632	0.5212145339
633	0.521183895
634	0.5211197224
635	0.5210746677
636	0.5209897944
637	0.5209605875
638	0.5208413471
639	0.5207736702
640	0.5206607228
641	0.5206384615
642	0.5205887029
643	0.5205660389
644	0.5205285297
645	0.5204984214
646	0.5204504387
647	0.5203668915
648	0.5202769332
649	0.52018675
650	0.5201149882
651	0.5199932106
652	0.5199643097
653	0.5199155347
654	0.519869861
655	0.5197912709
656	0.5197181203
657	0.5196816174
658	0.5196441969
659	0.5195859162
660	0.5195074738
661	0.5194651015
662	0.5194450775
663	0.5193445068
664	0.5192722853
665	0.5192341293
666	0.5191099505
667	0.5190504838
668	0.5190155945
669	0.5188790303
670	0.5188343155
671	0.5187524558
672	0.5187329962
673	0.5186507767
674	0.5186181718
675	0.5186022983
676	0.5185425632
677	0.5184966349
678	0.5184710707
679	0.5184469574
680	0.5183001518
681	0.5182599746
682	0.5181751756
683	0.5180892538
684	0.5180417746
685	0.5179510874
686	0.5179041694
687	0.5178382895
688	0.5177098915
689	0.517648733
690	0.5175611351
691	0.5175202689
692	0.5174871907
693	0.5174191326
694	0.5173403425
695	0.5172845599
696	0.5172278136
697	0.5171277887
698	0.5170847809
699	0.517034278
700	0.516908555
701	0.5168463816
702	0.5167534717
703	0.5167064066
704	0.5166645716
705	0.5165924741
706	0.5165175855
707	0.5164755434
708	0.5163838905
709	0.5162757583
710	0.5162385898
711	0.5161691772
712	0.5161204273
713	0.5160482537
714	0.5159406656
715	0.515914994
716	0.5158468629
717	0.5157516601
718	0.5157224831
719	0.5156420313
720	0.5156073533
721	0.5155244623
722	0.5154869322
723	0.5153913554
724	0.51532452
725	0.5152251446
726	0.5151265
727	0.5150900948
728	0.5149963295
729	0.5149292697
730	0.5148678001
731	0.5147497463
732	0.5147225526
733	0.5146229647
734	0.5145932424
735	0.5145225104
736	0.5144786878
737	0.5144161823
738	0.5143526098
739	0.5143281686
740	0.5142766631
741	0.5142444743
742	0.5141408632
743	0.5141100148
744	0.5140443232
745	0.5139927313
746	0.5139307835
747	0.5139082306
748	0.5138605001
749	0.5138397949
750	0.5137803737
751	0.5137251301
752	0.5136835152
753	0.5136666793
754	0.5136187141
755	0.5135825299
756	0.5135387622
757	0.5134542832
758	0.5134419353
759	0.5133415586
760	0.5132266475
761	0.5131763054
762	0.5130946435
763	0.5130338616
764	0.5129975976
765	0.5129416903
766	0.5129077374
767	0.5127982541
768	0.5127307328
769	0.5126813662
770	0.5126282265
771	0.5125738251
772	0.512518896
773	0.5124680978
774	0.5124361434
775	0.5123752834
776	0.5123099495
777	0.5122660537
778	0.5121520231
779	0.5120902007
780	0.5120476791
781	0.512000607
782	0.5119423463
783	0.5119134553
784	0.5118373015
785	0.5117705245
786	0.5117330288
787	0.5117002154
788	0.5116543699
789	0.5116130318
790	0.5115808884
791	0.5114998821
792	0.5114313759
793	0.511366425
794	0.5113262261
795	0.5112379712
796	0.5111771817
797	0.5110987667
798	0.511088494
799	0.511063005
800	0.5110125855
801	0.5109761974
802	0.5109491131
803	0.5109095988
804	0.510856585
805	0.5108242389
806	0.5107519376
807	0.510721156
808	0.5106197207
809	0.5105573636
810	0.5105072046
811	0.5104210982
812	0.5103777969
813	0.5103586003
814	0.5102771282
815	0.5102146515
816	0.510173158
817	0.5101114259
818	0.5100563288
819	0.5099448734
820	0.5098905743
821	0.5098505893
822	0.5098337434
823	0.5097458325
824	0.5097105784
825	0.5096441253
826	0.5096242208
827	0.5095792966
828	0.5095533239
829	0.5095060992
830	0.5094520839
831	0.5094299939
832	0.5093075676
833	0.5092354594
834	0.5091556169
835	0.509108044
836	0.5090471364
837	0.5089908342
838	0.508966661
839	0.5089312167
840	0.5088683606
841	0.5088220069
842	0.508784878
843	0.5087080806
844	0.5086579535
845	0.508625935
846	0.5085246467
847	0.5084746573
848	0.5084291445
849	0.5083840952
850	0.5083491948
851	0.5082870659
852	0.5081893163
853	0.5081587109
854	0.5081379489
855	0.5080774709
856	0.5080161667
857	0.5079765412
858	0.5079344163
859	0.5079024302
860	0.5078732119
861	0.5078067135
862	0.5077766117
863	0.5076850275
864	0.5076286522
865	0.5075638588
866	0.507555115
867	0.5074734465
868	0.507460953
869	0.5074104879
870	0.5073555661
871	0.5073057154
872	0.5072612499
873	0.5072018393
874	0.5071801982
875	0.5070916319
876	0.5070273169
877	0.5069951563
878	0.5069620754
879	0.5069309268
880	0.5068317039
881	0.5067942728
882	0.5067663981
883	0.5067065775
884	0.5066524397
885	0.5065722879
886	0.506525059
887	0.5064824222
888	0.5064374345
889	0.5063970008
890	0.5063856741
891	0.506321739
892	0.5062224553
893	0.5061909678
894	0.5061784426
895	0.5060818322
896	0.5060621594
897	0.5060276667
898	0.5060044287
899	0.5059633535
900	0.5059126999
901	0.5058706772
902	0.5058551284
903	0.5058365435
904	0.505789716
905	0.5057646848
906	0.5056954996
907	0.5056171161
908	0.5055559251
909	0.505528472
910	0.5054985481
911	0.5054862018
912	0.5053778157
913	0.5053308673
914	0.5052613874
915	0.5052337026
916	0.5051148681
917	0.5050663262
918	0.5050297646
919	0.5050075008
920	0.504977193
921	0.5049058398
922	0.5048530982
923	0.5047795491
924	0.5047410434
925	0.5047289141
926	0.5045890919
927	0.5045475088
928	0.5045322922
929	0.5044887996
930	0.5044641751
931	0.5043946151
932	0.5043671773
933	0.5043427237
934	0.5043110991
935	0.5042537769
936	0.5042073918
937	0.5041904753
938	0.5041480143
939	0.5041063162
940	0.5040708052
941	0.5040408538
942	0.5040092889
943	0.5039743411
944	0.5038768952
945	0.5037935882
946	0.503744211
947	0.5037116245
948	0.5036342305
949	0.5035955192
950	0.5035193075
951	0.5034495973
952	0.5034125051
953	0.5033621852
954	0.5032965473
955	0.5032275543
956	0.5031951902
957	0.5031519168
958	0.5031168307
959	0.5030328465
960	0.5029936951
961	0.5029786284
962	0.5029078387
963	0.5028852642
964	0.5028488987
965	0.5028197414
966	0.502753008
967	0.5027028783
968	0.5026360309
969	0.5025763889
970	0.5025243491
971	0.5024596861
972	0.5024428289
973	0.5024144959
974	0.5024060173
975	0.5023300195
976	0.5022989388
977	0.502270992
978	0.5022163169
979	0.5021697831
980	0.5021503516
981	0.502101168
982	0.5020587868
983	0.5019995104
984	0.5019652318
985	0.5019311088
986	0.5018954044
987	0.5018612175
988	0.5018322791
989	0.501799904
990	0.501751377
991	0.5017059848
992	0.5016919063
993	0.5016057876
994	0.5015568468
995	0.501513669
996	0.5014368445
997	0.5013883417
998	0.5013209831
999	0.5012842867
1000	0.5012735954
1001	0.5011895593
1002	0.5011471604
1003	0.5010995388
1004	0.5010704971
1005	0.5010241337
1006	0.5009656643
1007	0.5009408863
1008	0.5009116377
1009	0.5008712722
1010	0.500821231
1011	0.5007487515
1012	0.5006982035
1013	0.5006382514
1014	0.5006121711
1015	0.5005140112
1016	0.5004771764
1017	0.5004346974
1018	0.5003963918
1019	0.5003421058
1020	0.5002733786
1021	0.5002190792
1022	0.5000936651
1023	0.5000402576
1024	0.4999890039
1025	0.4999252415
1026	0.4998682289
1027	0.4998213972
1028	0.4997926183
1029	0.4997894271
1030	0.4997120996
1031	0.4996415609
1032	0.4995974244
1033	0.4995382327
1034	0.4995299631
1035	0.4994747499
1036	0.4993731727
1037	0.4992888762
1038	0.4992365532
1039	0.4991857727
1040	0.4991308787
1041	0.4990391767
1042	0.4989937562
1043	0.4989306608
1044	0.4989216664
1045	0.4988942056
1046	0.4988487321
1047	0.4987515957
1048	0.4987046194
1049	0.4986319911
1050	0.4985752479
1051	0.4985390846
1052	0.4985033162
1053	0.4984497382
1054	0.498398957
1055	0.4983629996
1056	0.4982985918
1057	0.4982465426
1058	0.4981870512
1059	0.4981410955
1060	0.4980738944
1061	0.4980187187
1062	0.4979956243
1063	0.497968192
1064	0.4978959537
1065	0.4978206007
1066	0.4977972184
1067	0.4977554659
1068	0.4977294136
1069	0.4976656404
1070	0.4976302073
1071	0.4976058406
1072	0.4975125633
1073	0.4974843278
1074	0.4974552742
1075	0.4974317752
1076	0.4974180736
1077	0.4973530255
1078	0.4972968336
1079	0.4972716338
1080	0.497218461
1081	0.4971740098
1082	0.4971501189
1083	0.4971023536
1084	0.4970727596
1085	0.4970353111
1086	0.4970045171
1087	0.4969603857
1088	0.4969241049
1089	0.4968775739
1090	0.496818756
1091	0.4967815077
1092	0.4966991248
1093	0.4966606708
1094	0.4966064352
1095	0.4965794648
1096	0.4965420389
1097	0.4964498189
1098	0.4963685185
1099	0.4963166062
1100	0.4962937719
1101	0.4962472616
1102	0.4961730558
1103	0.4961110993
1104	0.4960855597
1105	0.4960151642
1106	0.4959743403
1107	0.4958888468
1108	0.4958463342
1109	0.4957810999
1110	0.4957616778
1111	0.4956737094
1112	0.4956244227
1113	0.4955473849
1114	0.4954849103
1115	0.4954508208
1116	0.4954222678
1117	0.4953599774
1118	0.4952787182
1119	0.495223091
1120	0.4951863629
1121	0.4951614758
1122	0.4951400487
1123	0.4951068559
1124	0.4950788834
1125	0.4950648965
1126	0.4949827483
1127	0.4949450816
1128	0.4949310309
1129	0.4948394515
1130	0.4948308231
1131	0.4948042765
1132	0.4947776083
1133	0.4947504981
1134	0.494700739
1135	0.4946599267
1136	0.4946369959
1137	0.4945788329
1138	0.4945444205
1139	0.4945015119
1140	0.4944347178
1141	0.4943983118
1142	0.4943610214
1143	0.4943281169
1144	0.4942638046
1145	0.4942485921
1146	0.4942403142
1147	0.4942094062
1148	0.4941621585
1149	0.4941011127
1150	0.4940668075
1151	0.4940368912
1152	0.4940002754
1153	0.4939550533
1154	0.4939369232
1155	0.4939061767
1156	0.4938592009
1157	0.4938022302
1158	0.4937360036
1159	0.4936568249
1160	0.4935989679
1161	0.4935509191
1162	0.4935185026
1163	0.4934240511
1164	0.4934056404
1165	0.4933691786
1166	0.4933177539
1167	0.4932697982
1168	0.4932295304
1169	0.4931894601
1170	0.4931658984
1171	0.4931376149
1172	0.4931026198
1173	0.4930372636
1174	0.4929912901
1175	0.4929627956
1176	0.4929368317
1177	0.4929156495
1178	0.4928509921
1179	0.492805544
1180	0.4927493562
1181	0.4927034161
1182	0.4926580549
1183	0.4926531485
1184	0.4925875115
1185	0.4925369706
1186	0.4924972463
1187	0.4924269414
1188	0.4923518982
1189	0.4923074905
1190	0.4922526546
1191	0.4922228494
1192	0.4921652868
1193	0.4921337855
1194	0.4920424505
1195	0.4919691407
1196	0.4919331564
1197	0.4918871401
1198	0.4918025676
1199	0.4917649595
1200	0.4917610314
1201	0.4917265427
1202	0.4916731329
1203	0.4916091383
1204	0.491589773
1205	0.4915696614
1206	0.4915297178
1207	0.4914819101
1208	0.4914252081
1209	0.4913733179
1210	0.4913282573
1211	0.4912860155
1212	0.4912366314
1213	0.4912030941
1214	0.4911505956
1215	0.4911131998
1216	0.49109206
1217	0.4910635965
1218	0.4910482243
1219	0.4910285142
1220	0.4909756943
1221	0.4909517641
1222	0.4909210728
1223	0.4908504008
1224	0.4907986517
1225	0.4907492185
1226	0.4906775528
1227	0.4906502161
1228	0.4905803129
1229	0.4905652083
1230	0.4905133079
1231	0.4905000997
1232	0.4904221559
1233	0.4903757756
1234	0.4903203599
1235	0.4902996305
1236	0.490265524
1237	0.4902162593
1238	0.4901694756
1239	0.4901350366
1240	0.4901050016
1241	0.4900691634
1242	0.490037406
1243	0.4900141982
1244	0.4899816084
1245	0.4898896902
1246	0.4898232986
1247	0.4897925972
1248	0.4897536212
1249	0.4897266982
1250	0.4896919449
1251	0.4896529203
1252	0.4896054757
1253	0.4895501954
1254	0.4894963053
1255	0.4894161371
1256	0.4893648841
1257	0.4893335467
1258	0.4893008913
1259	0.48924667
1260	0.489183411
1261	0.4891334905
1262	0.4890703384
1263	0.4890515208
1264	0.4889877301
1265	0.4889708339
1266	0.4889432398
1267	0.488907519
1268	0.4888278014
1269	0.4887725953
1270	0.4887422536
1271	0.4887185383
1272	0.4886718747
1273	0.4886477911
1274	0.4886261595
1275	0.4885956871
1276	0.4885622524
1277	0.4885399275
1278	0.4885086589
1279	0.4884812008
1280	0.4884369078
1281	0.4883948216
1282	0.4883761808
1283	0.4883573365
1284	0.4883045725
1285	0.4882821547
1286	0.4882570983
1287	0.4882302754
1288	0.4881852899
1289	0.4881428168
1290	0.4881134101
1291	0.4880584683
1292	0.4880201454
1293	0.4879606252
1294	0.4879162646
1295	0.4878702755
1296	0.4878373191
1297	0.4878247695
1298	0.4878022281
1299	0.4877784469
1300	0.4877416456
1301	0.4876986056
1302	0.487675449
1303	0.4876272838
1304	0.4875828726
1305	0.4875601575
1306	0.487532138
1307	0.4874676404
1308	0.4874418715
1309	0.4873250407
1310	0.4872546604
1311	0.4871817893
1312	0.4871624514
1313	0.4871351615
1314	0.4870754112
1315	0.4870402449
1316	0.4870159179
1317	0.4869993196
1318	0.486968074
1319	0.4869208358
1320	0.4868734912
1321	0.4868241274
1322	0.4868089063
1323	0.4867751657
1324	0.4867512936
1325	0.4867126642
1326	0.4866821738
1327	0.4866186628
1328	0.4865699451
1329	0.4865362694
1330	0.4864987022
1331	0.4864746128
1332	0.4864544119
1333	0.4864452682
1334	0.4864378147
1335	0.4864125004
1336	0.4863922765
1337	0.486316791
1338	0.4863009428
1339	0.4862789623
1340	0.4862480983
1341	0.4861910712
1342	0.4861606906
1343	0.4861215049
1344	0.4860926688
1345	0.4860567793
1346	0.486038966
1347	0.4859961015
1348	0.4859634053
1349	0.485920004
1350	0.4859171702
1351	0.4858893822
1352	0.4858359424
1353	0.4857902662
1354	0.4857794991
1355	0.4857563325
1356	0.4857377333
1357	0.48571432
1358	0.4856804422
1359	0.4856621868
1360	0.4856347922
1361	0.4855846701
1362	0.4855392151
1363	0.4854830025
1364	0.485453598
1365	0.4853876813
1366	0.4853439019
1367	0.485282053
1368	0.4852269947
1369	0.4852035568
1370	0.4851650084
1371	0.4851225159
1372	0.4851044028
1373	0.4850776098
1374	0.4850435037
1375	0.4850281858
1376	0.4850006124
1377	0.4849633144
1378	0.4849411098
1379	0.4849083425
1380	0.4848802924
1381	0.4848225731
1382	0.4847947428
1383	0.4847328851
1384	0.4847020657
1385	0.4846735949
1386	0.4846566301
1387	0.4846385201
1388	0.4845314609
1389	0.4844934929
1390	0.4844582006
1391	0.4844358298
1392	0.4844018217
1393	0.4843787324
1394	0.4842917237
1395	0.4842769344
1396	0.4842677496
1397	0.4842394578
1398	0.4842272037
1399	0.4842063361
1400	0.4841821122
1401	0.4841240642
1402	0.4841092083
1403	0.4840679328
1404	0.4840370302
1405	0.4840240136
1406	0.484010485
1407	0.4839413627
1408	0.4839178011
1409	0.483861523
1410	0.4838226834
1411	0.4837909051
1412	0.4837480665
1413	0.4837322571
1414	0.4837116344
1415	0.4836969297
1416	0.4836559058
1417	0.4835765516
1418	0.4835385291
1419	0.4834837025
1420	0.4834370049
1421	0.4833974139
1422	0.4833654232
1423	0.4833262773
1424	0.4833111509
1425	0.4832617103
1426	0.4832401656
1427	0.4832145607
1428	0.4831856947
1429	0.4831269733
1430	0.4830714643
1431	0.4830384061
1432	0.4830157644
1433	0.4829890811
1434	0.4829646936
1435	0.482937146
1436	0.4828947446
1437	0.4828504315
1438	0.4828372598
1439	0.4828220156
1440	0.4828134802
1441	0.4827290624
1442	0.4826965143
1443	0.4826173103
1444	0.4826001501
1445	0.4825836667
1446	0.4825665053
1447	0.48253758
1448	0.4824958005
1449	0.4824807097
1450	0.4824435864
1451	0.4824162965
1452	0.4823851443
1453	0.4823617531
1454	0.482336266
1455	0.4823116401
1456	0.4823016785
1457	0.4822674377
1458	0.4822471221
1459	0.4822269084
1460	0.4822054202
1461	0.4821549005
1462	0.4821275532
1463	0.4820803954
1464	0.4820422754
1465	0.4820151272
1466	0.4819741451
1467	0.4819191612
1468	0.4819014827
1469	0.4818708523
1470	0.4818467578
1471	0.481770231
1472	0.4817240665
1473	0.4816966947
1474	0.4816619585
1475	0.4816331022
1476	0.4816065069
1477	0.4815938978
1478	0.4815755903
1479	0.4815610878
1480	0.4815243051
1481	0.4814459781
1482	0.4814060176
1483	0.4813648602
1484	0.4813497545
1485	0.4813038172
1486	0.4812938348
1487	0.4812739104
1488	0.4812248368
1489	0.481200957
1490	0.4811787641
1491	0.4811533996
1492	0.4811035725
1493	0.4810791512
1494	0.4810216348
1495	0.4809814537
1496	0.4809458007
1497	0.4809224219
1498	0.4808670499
1499	0.4808534737
1500	0.4808170695
1501	0.4807851543
1502	0.4807721528
1503	0.4807471995
1504	0.4806959908
1505	0.4806646034
1506	0.4806411285
1507	0.4806263299
1508	0.4805898261
1509	0.4805648221
1510	0.4805343126
1511	0.4804688756
